[2025-12-24 12:16:48.732] [ INFO] [main]  Application starting...
[2025-12-24 12:16:48.733] [ INFO] [main] Loading configuration...
[2025-12-24 12:16:48.733] [ INFO] [main] User authentication request from IP: 192.168.1.100
[2025-12-24 12:16:48.733] [ INFO] [main]  User authenticated successfully
[2025-12-24 12:16:48.733] [ INFO] [main] Executing database query...
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #375
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #376
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #377
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #378
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #379
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #380
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #381
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #382
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #383
[2025-12-24 12:16:53.817] [ INFO] [main] Performance test message #384
[2025-12-24 12:16:53.818] [ INFO] [main] Performance test message #385
[2025-12-24 12:16:53.818] [ INFO] [main] Performance test message #386
[2025-12-24 12:16:53.818] [ INFO] [main] Performance test message #387
[2025-12-24 12:16:53.818] [ INFO] [main] Performance test message #388
[2025-12-24 12:16:53.818] [ INFO] [main] Performance test message #389
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #390
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #391
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #392
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #393
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #394
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #395
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #396
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #397
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #398
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #399
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #400
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #401
[2025-12-24 12:16:53.819] [ INFO] [main] Performance test message #402
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #403
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #404
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #405
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #406
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #407
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #408
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #409
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #410
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #411
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #412
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #413
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #414
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #415
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #416
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #417
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #418
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #419
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #420
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #421
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #422
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #423
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #424
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #425
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #426
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #427
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #428
[2025-12-24 12:16:53.820] [ INFO] [main] Performance test message #429
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #430
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #431
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #432
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #433
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #434
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #435
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #436
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #437
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #438
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #439
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #440
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #441
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #442
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #443
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #444
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #445
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #446
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #447
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #448
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #449
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #450
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #451
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #452
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #453
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #454
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #455
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #456
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #457
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #458
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #459
[2025-12-24 12:16:53.821] [ INFO] [main] Performance test message #460
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #461
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #462
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #463
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #464
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #465
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #466
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #467
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #468
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #469
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #470
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #471
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #472
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #473
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #474
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #475
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #476
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #477
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #478
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #479
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #480
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #481
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #482
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #483
[2025-12-24 12:16:53.822] [ INFO] [main] Performance test message #484
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #485
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #486
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #487
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #488
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #489
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #490
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #491
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #492
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #493
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #494
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #495
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #496
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #497
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #498
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #499
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #500
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #501
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #502
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #503
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #504
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #505
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #506
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #507
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #508
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #509
[2025-12-24 12:16:53.823] [ INFO] [main] Performance test message #510
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #511
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #512
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #513
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #514
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #515
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #516
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #517
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #518
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #519
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #520
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #521
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #522
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #523
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #524
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #525
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #526
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #527
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #528
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #529
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #530
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #531
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #532
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #533
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #534
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #535
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #536
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #537
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #538
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #539
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #540
[2025-12-24 12:16:53.824] [ INFO] [main] Performance test message #541
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #542
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #543
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #544
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #545
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #546
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #547
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #548
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #549
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #550
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #551
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #552
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #553
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #554
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #555
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #556
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #557
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #558
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #559
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #560
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #561
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #562
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #563
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #564
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #565
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #566
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #567
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #568
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #569
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #570
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #571
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #572
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #573
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #574
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #575
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #576
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #577
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #578
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #579
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #580
[2025-12-24 12:16:53.825] [ INFO] [main] Performance test message #581
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #582
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #583
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #584
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #585
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #586
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #587
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #588
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #589
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #590
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #591
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #592
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #593
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #594
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #595
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #596
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #597
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #598
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #599
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #600
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #601
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #602
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #603
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #604
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #605
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #606
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #607
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #608
[2025-12-24 12:16:53.826] [ INFO] [main] Performance test message #609
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #610
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #611
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #612
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #613
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #614
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #615
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #616
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #617
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #618
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #619
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #620
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #621
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #622
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #623
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #624
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #625
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #626
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #627
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #628
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #629
[2025-12-24 12:16:53.827] [ INFO] [main] Performance test message #630
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #631
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #632
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #633
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #634
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #635
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #636
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #637
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #638
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #639
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #640
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #641
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #642
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #643
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #644
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #645
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #646
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #647
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #648
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #649
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #650
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #651
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #652
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #653
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #654
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #655
[2025-12-24 12:16:53.828] [ INFO] [main] Performance test message #656
[2025-12-24 12:16:53.829] [ INFO] [main] Performance test message #657
[2025-12-24 12:16:53.830] [ INFO] [main] Performance test message #658
[2025-12-24 12:16:53.835] [ INFO] [main] Performance test message #659
[2025-12-24 12:16:53.835] [ INFO] [main] Performance test message #660
[2025-12-24 12:16:53.835] [ INFO] [main] Performance test message #661
[2025-12-24 12:16:53.835] [ INFO] [main] Performance test message #662
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #663
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #664
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #665
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #666
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #667
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #668
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #669
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #670
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #671
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #672
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #673
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #674
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #675
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #676
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #677
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #678
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #679
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #680
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #681
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #682
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #683
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #684
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #685
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #686
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #687
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #688
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #689
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #690
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #691
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #692
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #693
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #694
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #695
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #696
[2025-12-24 12:16:53.836] [ INFO] [main] Performance test message #697
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #698
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #699
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #700
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #701
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #702
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #703
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #704
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #705
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #706
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #707
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #708
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #709
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #710
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #711
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #712
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #713
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #714
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #715
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #716
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #717
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #718
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #719
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #720
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #721
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #722
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #723
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #724
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #725
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #726
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #727
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #728
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #729
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #730
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #731
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #732
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #733
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #734
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #735
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #736
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #737
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #738
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #739
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #740
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #741
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #742
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #743
[2025-12-24 12:16:53.837] [ INFO] [main] Performance test message #744
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #745
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #746
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #747
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #748
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #749
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #750
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #751
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #752
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #753
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #754
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #755
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #756
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #757
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #758
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #759
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #760
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #761
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #762
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #763
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #764
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #765
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #766
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #767
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #768
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #769
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #770
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #771
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #772
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #773
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #774
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #775
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #776
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #777
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #778
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #779
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #780
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #781
[2025-12-24 12:16:53.838] [ INFO] [main] Performance test message #782
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #783
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #784
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #785
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #786
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #787
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #788
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #789
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #790
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #791
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #792
